id_anggota,usia,jenis_kelamin,status_perkawinan,pendidikan,pekerjaan,penghasilan_bulanan,lama_keanggotaan,jumlah_pinjaman,tenor_pinjaman,suku_bunga,jumlah_tanggungan,riwayat_pinjaman,keterlambatan_bayar,rasio_hutang,simpanan_wajib,simpanan_sukarela,status_pinjaman,kota,simpanan_pokok,jenis_anggota,partisipasi_rat,transaksi_koperasi,sistem_potong_gaji,status_keaktifan
349,34,L,Belum Menikah,S2,PNS,7869000,104,38884000,24,12,1,1,0,0.398,15600000,3139000,0,Yogyakarta,100000,Biasa,Ya,2654000,Ya,Aktif
350,47,L,Belum Menikah,SMA,Perawat,4480000,14,20373000,24,12,0,1,0,0.246,1400000,218000,0,Palembang,100000,Biasa,Ya,4401000,Ya,Aktif
351,28,L,Menikah,SMA,UMKM,4023000,18,15846000,24,13,1,2,1,0.257,1800000,607000,1,Bandung,100000,Biasa,Ya,6438000,Tidak,Aktif
352,41,P,Menikah,S2,Wiraswasta,9676000,60,20390000,12,11,2,3,1,0.224,12000000,1201000,0,Semarang,100000,Biasa,Ya,9119000,Tidak,Aktif
353,34,P,Menikah,S1,PNS,11269000,64,73022000,36,13,3,0,0,0.279,12800000,1729000,0,Jakarta,100000,Biasa,Ya,24750000,Ya,Aktif
354,41,L,Menikah,S2,Karyawan Swasta,11875000,50,45472000,12,11,3,2,0,0.45,10000000,390000,0,Jakarta,100000,Biasa,Tidak,3302000,Ya,Pasif
355,32,P,Menikah,D3,Perawat,3385000,50,15621000,36,12,2,2,1,0.168,5000000,276000,0,Semarang,100000,Biasa,Ya,3989000,Tidak,Aktif
356,39,P,Belum Menikah,SMA,UMKM,6008000,56,26063000,36,13,0,1,0,0.172,5600000,1966000,0,Jakarta,100000,Biasa,Tidak,4709000,Ya,Aktif
357,33,P,Belum Menikah,SMA,Nelayan,2695000,54,11968000,24,12,0,1,0,0.301,2700000,996000,0,Medan,100000,Biasa,Ya,2666000,Ya,Aktif
358,30,P,Belum Menikah,D3,Nelayan,2835000,41,18577000,48,13,0,0,0,0.197,2050000,100000,0,Surabaya,100000,Biasa,Ya,696000,Tidak,Aktif
359,24,L,Belum Menikah,S2,Guru,5964000,13,27678000,36,13,1,0,0,0.17,1950000,147000,0,Semarang,100000,Biasa,Tidak,0,Ya,Pasif
360,45,L,Menikah,SMA,Karyawan Swasta,6805000,18,13015000,12,11,0,1,0,0.197,2700000,562000,0,Bandung,100000,Biasa,Tidak,2575000,Ya,Pasif
361,46,P,Menikah,S1,Guru,5247000,102,28253000,24,12,0,1,0,0.293,10200000,1690000,0,Palembang,100000,Biasa,Tidak,1644000,Ya,Aktif
362,40,P,Menikah,SMA,Nelayan,2606000,82,11279000,36,13,2,2,1,0.175,4100000,471000,0,Semarang,100000,Biasa,Ya,1572000,Tidak,Aktif
363,34,P,Belum Menikah,SMA,Nelayan,2722000,34,5083000,12,11,0,1,0,0.177,1700000,173000,0,Yogyakarta,100000,Biasa,Ya,1606000,Tidak,Aktif
364,34,P,Belum Menikah,SMA,UMKM,5599000,28,6073000,12,11,0,1,1,0.125,1400000,145000,0,Jakarta,100000,Biasa,Tidak,365000,Tidak,Pasif
365,45,P,Menikah,S1,UMKM,4520000,19,26914000,60,13,3,0,0,0.186,1900000,298000,1,Makassar,100000,Biasa,Tidak,3597000,Tidak,Pasif
366,29,L,Belum Menikah,SMA,Wiraswasta,6711000,71,34075000,48,13,2,0,0,0.169,10650000,1873000,0,Surabaya,100000,Biasa,Tidak,4718000,Tidak,Aktif
367,31,P,Belum Menikah,SMA,Nelayan,3003000,62,17783000,48,12,0,1,0,0.164,3100000,670000,0,Medan,100000,Biasa,Ya,911000,Tidak,Aktif
368,37,P,Belum Menikah,S1,PNS,8409000,15,51117000,60,13,0,1,0,0.162,3000000,818000,0,Yogyakarta,100000,Biasa,Tidak,1162000,Ya,Pasif
369,34,P,Menikah,SMA,Nelayan,2556000,48,10347000,24,13,2,0,0,0.234,2400000,353000,1,Yogyakarta,100000,Biasa,Ya,4571000,Tidak,Aktif
370,32,L,Belum Menikah,SMA,Karyawan Swasta,5279000,54,24020000,36,13,1,2,1,0.188,2700000,850000,0,Makassar,100000,Biasa,Ya,4028000,Tidak,Aktif
371,29,L,Belum Menikah,S1,Pedagang,6169000,49,29047000,36,12,0,0,0,0.193,7350000,359000,0,Bandung,100000,Biasa,Ya,4290000,Tidak,Aktif
372,49,L,Menikah,S1,UMKM,5369000,8,23363000,24,13,1,0,0,0.289,800000,276000,1,Surabaya,75000,Calon,Tidak,1942000,Ya,Aktif
373,25,P,Belum Menikah,SMA,Wiraswasta,4341000,18,15594000,48,14,2,0,0,0.178,1800000,105000,1,Palembang,100000,Biasa,Ya,542000,Tidak,Pasif
374,31,P,Belum Menikah,S1,Guru,8668000,5,28842000,48,13,0,0,0,0.106,1000000,236000,0,Makassar,75000,Calon,Ya,3314000,Ya,Aktif
375,27,L,Belum Menikah,D3,UMKM,2865000,18,9658000,12,12,1,0,0,0.396,900000,109000,1,Yogyakarta,100000,Biasa,Tidak,0,Tidak,Pasif
376,33,P,Belum Menikah,S1,Wiraswasta,8422000,76,54416000,48,13,1,1,0,0.204,11400000,2806000,0,Medan,100000,Biasa,Ya,5188000,Tidak,Aktif
377,41,L,Menikah,S1,Wiraswasta,11281000,30,75168000,24,12,1,1,1,0.339,6000000,998000,0,Yogyakarta,100000,Biasa,Tidak,1961000,Tidak,Pasif
378,25,L,Belum Menikah,SMA,Nelayan,9616000,8,48686000,48,13,0,3,0,0.157,1600000,513000,0,Medan,100000,Calon,Tidak,1687000,Tidak,Aktif
379,50,P,Menikah,SMA,Nelayan,3050000,10,6663000,12,11,2,3,0,0.235,1000000,419000,0,Medan,100000,Calon,Ya,1997000,Tidak,Aktif
380,65,L,Menikah,SMA,Perawat,5605000,114,30182000,24,12,3,1,0,0.29,11400000,376000,0,Palembang,100000,Biasa,Ya,4612000,Tidak,Aktif
381,45,P,Menikah,SMA,Wiraswasta,5945000,34,20108000,48,14,3,3,2,0.136,3400000,1200000,1,Surabaya,100000,Biasa,Ya,4671000,Tidak,Aktif
382,48,L,Belum Menikah,S1,Guru,6951000,13,9806000,12,11,0,0,0,0.139,1950000,611000,0,Semarang,100000,Biasa,Ya,807000,Ya,Aktif
383,33,L,Belum Menikah,S1,Pedagang,4692000,25,21687000,36,13,1,5,2,0.186,3750000,551000,1,Semarang,100000,Biasa,Ya,1015000,Tidak,Aktif
384,34,L,Belum Menikah,SMA,Wiraswasta,4269000,37,7156000,12,10,1,1,0,0.173,1850000,548000,0,Palembang,100000,Biasa,Ya,273000,Tidak,Aktif
385,35,L,Menikah,S1,UMKM,5261000,35,15522000,24,12,2,1,1,0.198,3500000,1054000,0,Semarang,100000,Biasa,Tidak,1745000,Tidak,Aktif
386,41,P,Menikah,SMA,Buruh,2506000,40,6802000,12,11,4,1,0,0.282,4000000,346000,1,Semarang,100000,Biasa,Tidak,240000,Tidak,Pasif
387,40,L,Belum Menikah,S1,Wiraswasta,14240000,43,49033000,24,12,0,1,0,0.206,8600000,664000,1,Jakarta,100000,Biasa,Tidak,1164000,Tidak,Pasif
388,47,L,Menikah,SMA,Buruh,2835000,35,16052000,60,15,1,2,0,0.16,1750000,100000,1,Semarang,100000,Biasa,Tidak,1396000,Tidak,Pasif
389,28,L,Belum Menikah,SMA,Karyawan Swasta,4627000,31,20367000,36,12,0,0,0,0.17,3100000,319000,0,Makassar,100000,Biasa,Ya,3130000,Ya,Aktif
390,31,L,Belum Menikah,SMA,Nelayan,2622000,64,20177000,60,13,0,1,0,0.183,3200000,847000,0,Semarang,100000,Biasa,Ya,3462000,Tidak,Aktif
391,29,L,Belum Menikah,D3,Pedagang,5613000,40,31849000,36,13,0,0,0,0.25,6000000,469000,0,Bandung,100000,Biasa,Ya,854000,Tidak,Pasif
392,28,P,Belum Menikah,S1,Karyawan Swasta,7940000,44,75893000,48,12,1,2,2,0.278,6600000,842000,0,Bandung,100000,Biasa,Tidak,5793000,Ya,Aktif
393,28,P,Belum Menikah,S1,PNS,3760000,21,15655000,24,12,1,0,0,0.281,2100000,293000,1,Yogyakarta,100000,Biasa,Tidak,1135000,Ya,Aktif
394,35,P,Menikah,SMA,Pedagang,4350000,79,15465000,24,12,1,1,0,0.198,7900000,367000,1,Makassar,100000,Biasa,Tidak,3338000,Tidak,Pasif
395,36,P,Menikah,SMA,Nelayan,2552000,35,5033000,12,11,4,1,0,0.212,1750000,467000,0,Medan,100000,Biasa,Tidak,930000,Tidak,Aktif
396,31,L,Belum Menikah,S1,Wiraswasta,12894000,4,31476000,12,12,0,1,1,0.229,600000,747000,1,Jakarta,100000,Calon,Ya,1652000,Tidak,Pasif
397,43,L,Belum Menikah,S1,Perawat,7329000,107,42328000,24,12,0,2,1,0.328,21400000,800000,0,Makassar,100000,Biasa,Ya,3865000,Ya,Aktif
398,29,L,Belum Menikah,S2,Karyawan Swasta,7198000,41,12338000,12,11,2,1,0,0.186,6150000,861000,0,Medan,100000,Biasa,Ya,5618000,Ya,Aktif
399,44,L,Belum Menikah,D3,Buruh,4757000,118,33161000,48,13,0,1,1,0.207,11800000,3201000,0,Jakarta,100000,Biasa,Ya,1314000,Tidak,Aktif
400,32,L,Menikah,SMA,UMKM,4271000,30,18499000,24,12,2,0,0,0.221,3000000,366000,1,Jakarta,100000,Biasa,Ya,3723000,Tidak,Aktif
401,28,L,Belum Menikah,SMA,Nelayan,2678000,23,16648000,48,13,0,0,0,0.18,2300000,336000,1,Semarang,100000,Biasa,Ya,504000,Tidak,Aktif
402,31,P,Belum Menikah,D3,PNS,5890000,17,19263000,12,12,0,1,0,0.299,2550000,849000,0,Makassar,100000,Biasa,Ya,4191000,Ya,Aktif
403,36,L,Menikah,S1,PNS,6978000,19,37145000,36,12,1,0,0,0.195,2850000,211000,0,Semarang,100000,Biasa,Tidak,0,Ya,Pasif
404,34,P,Belum Menikah,SMA,Pedagang,5048000,27,10819000,12,12,0,1,0,0.21,2700000,213000,0,Yogyakarta,100000,Biasa,Tidak,2680000,Tidak,Aktif
405,36,L,Menikah,S1,Karyawan Swasta,5274000,14,15227000,24,12,0,0,0,0.146,700000,100000,0,Yogyakarta,100000,Biasa,Tidak,248000,Tidak,Pasif
406,31,L,Menikah,SMA,Petani,2515000,6,9350000,24,13,1,0,0,0.235,300000,100000,1,Medan,25000,Calon,Ya,717000,Tidak,Pasif
407,44,L,Menikah,S1,UMKM,6191000,62,40091000,48,14,3,1,2,0.244,6200000,1247000,1,Makassar,100000,Biasa,Ya,2198000,Tidak,Aktif
408,56,P,Menikah,SMA,Karyawan Swasta,3940000,76,43340000,60,13,0,1,1,0.26,7600000,582000,1,Makassar,100000,Biasa,Ya,3829000,Tidak,Aktif
409,41,P,Belum Menikah,SMA,Pedagang,5514000,46,10447000,12,10,0,0,0,0.194,4600000,234000,0,Bandung,100000,Biasa,Tidak,1201000,Tidak,Pasif
410,38,L,Menikah,SMA,Petani,3019000,3,8810000,24,12,1,0,0,0.182,300000,426000,0,Medan,75000,Calon,Ya,1080000,Tidak,Aktif
411,48,P,Menikah,S1,Pedagang,11878000,32,69359000,24,12,3,1,0,0.325,6400000,1182000,0,Palembang,100000,Biasa,Ya,2347000,Tidak,Aktif
412,49,P,Menikah,S1,PNS,9424000,4,25872000,48,12,3,1,0,0.128,600000,476000,0,Surabaya,100000,Calon,Ya,1019000,Ya,Aktif
413,33,P,Menikah,S2,Karyawan Swasta,7383000,33,41172000,36,13,3,3,2,0.223,4950000,379000,1,Bandung,100000,Biasa,Ya,8559000,Ya,Aktif
414,32,L,Belum Menikah,SMA,Wiraswasta,6519000,80,36683000,36,12,1,1,0,0.201,16000000,2017000,0,Medan,100000,Biasa,Ya,7997000,Tidak,Aktif
415,35,L,Menikah,D3,Karyawan Swasta,7480000,46,58550000,60,12,3,0,0,0.253,6900000,1392000,0,Yogyakarta,100000,Biasa,Ya,2152000,Ya,Aktif
416,36,P,Belum Menikah,S1,Pedagang,8310000,15,21912000,12,11,0,2,1,0.273,2250000,381000,0,Surabaya,100000,Biasa,Tidak,2526000,Tidak,Pasif
417,38,L,Belum Menikah,D3,UMKM,4482000,30,12506000,12,11,1,2,0,0.355,3000000,589000,0,Surabaya,100000,Biasa,Ya,2515000,Tidak,Aktif
418,30,P,Belum Menikah,S2,Pedagang,10511000,25,55621000,60,14,2,2,0,0.193,5000000,710000,1,Jakarta,100000,Biasa,Ya,9911000,Tidak,Aktif
419,36,L,Belum Menikah,S1,Karyawan Swasta,7590000,83,83490000,60,14,0,1,0,0.261,16600000,1756000,0,Palembang,100000,Biasa,Tidak,8151000,Ya,Aktif
420,36,L,Belum Menikah,SMA,Petani,2721000,68,12289000,24,12,1,3,1,0.243,6800000,418000,0,Palembang,100000,Biasa,Ya,0,Ya,Pasif
421,29,L,Menikah,S1,Pedagang,5815000,86,10435000,12,11,2,0,0,0.24,8600000,706000,1,Makassar,100000,Biasa,Ya,5282000,Tidak,Aktif
422,30,L,Belum Menikah,D3,Wiraswasta,5387000,61,11650000,12,12,0,1,0,0.231,6100000,516000,0,Yogyakarta,100000,Biasa,Ya,4375000,Tidak,Aktif
423,36,L,Menikah,SMA,Perawat,4442000,48,7679000,12,12,1,2,0,0.213,4800000,748000,0,Medan,100000,Biasa,Ya,2683000,Ya,Aktif
424,30,P,Belum Menikah,SMA,Buruh,2533000,83,18183000,60,15,1,1,0,0.22,4150000,465000,0,Surabaya,100000,Biasa,Ya,2286000,Tidak,Aktif
425,43,L,Menikah,SMA,Guru,5357000,32,10547000,12,11,2,1,0,0.299,4800000,100000,0,Surabaya,100000,Biasa,Tidak,698000,Ya,Pasif
426,64,L,Menikah,SMA,Karyawan Swasta,6189000,88,13220000,24,12,2,0,0,0.147,17600000,567000,0,Jakarta,100000,Biasa,Tidak,2470000,Ya,Pasif
427,49,L,Menikah,SMA,UMKM,5343000,101,9260000,12,11,1,3,1,0.165,10100000,1908000,0,Palembang,100000,Biasa,Ya,6856000,Tidak,Aktif
428,40,P,Belum Menikah,D3,UMKM,5111000,61,26011000,36,13,0,0,0,0.187,3050000,914000,0,Makassar,100000,Biasa,Tidak,3908000,Tidak,Aktif
429,39,P,Belum Menikah,S1,Guru,6503000,10,20823000,24,11,0,1,0,0.163,2000000,1404000,0,Palembang,50000,Calon,Ya,1527000,Ya,Aktif
430,34,L,Belum Menikah,SMA,Buruh,3133000,81,5726000,12,11,1,1,0,0.178,4050000,638000,0,Surabaya,100000,Biasa,Ya,2660000,Tidak,Aktif
431,41,L,Belum Menikah,SMA,Buruh,2539000,41,8273000,24,12,0,1,0,0.17,2050000,110000,0,Medan,100000,Biasa,Tidak,1181000,Tidak,Aktif
432,30,L,Belum Menikah,S1,Nelayan,2748000,27,10404000,24,12,0,0,0,0.208,1350000,678000,0,Makassar,100000,Biasa,Ya,891000,Tidak,Aktif
433,33,P,Menikah,D3,Pedagang,4395000,4,18480000,48,14,1,0,0,0.162,600000,190000,0,Semarang,50000,Calon,Ya,1675000,Tidak,Aktif
434,38,P,Belum Menikah,SMA,Pedagang,7520000,61,38414000,24,11,0,0,0,0.27,9150000,1141000,0,Makassar,100000,Biasa,Ya,11609000,Tidak,Aktif
435,49,L,Menikah,S2,Buruh,3051000,28,9337000,36,13,2,1,0,0.159,1400000,116000,0,Surabaya,100000,Biasa,Ya,1346000,Tidak,Pasif
436,36,L,Menikah,S1,UMKM,5168000,45,22669000,36,13,1,1,0,0.166,4500000,1082000,1,Yogyakarta,100000,Biasa,Ya,2469000,Tidak,Aktif
437,34,P,Belum Menikah,SMA,Nelayan,2913000,80,19101000,48,14,0,4,3,0.188,4000000,710000,0,Yogyakarta,100000,Biasa,Tidak,1330000,Tidak,Aktif
438,35,L,Belum Menikah,SMA,UMKM,4553000,52,8112000,12,11,2,0,0,0.212,5200000,861000,0,Bandung,100000,Biasa,Tidak,5299000,Tidak,Aktif
439,33,L,Belum Menikah,SMA,PNS,5859000,47,22613000,48,13,0,0,0,0.157,4700000,669000,0,Medan,100000,Biasa,Tidak,583000,Ya,Pasif
440,35,P,Belum Menikah,SMA,Karyawan Swasta,5601000,15,17397000,24,12,0,1,0,0.157,1500000,452000,0,Bandung,100000,Biasa,Ya,6117000,Ya,Aktif
441,43,P,Menikah,SMA,Pedagang,5889000,52,26048000,48,13,3,2,1,0.199,10400000,698000,0,Medan,100000,Biasa,Ya,4439000,Tidak,Aktif
442,33,L,Belum Menikah,D3,Petani,4207000,9,6947000,12,12,0,1,1,0.171,900000,100000,1,Jakarta,100000,Calon,Tidak,0,Tidak,Pasif
443,34,P,Menikah,SMA,UMKM,4734000,31,19872000,24,12,1,1,0,0.289,3100000,214000,1,Jakarta,100000,Biasa,Tidak,886000,Tidak,Pasif
444,43,P,Menikah,D3,Pedagang,10237000,34,112607000,60,14,4,1,1,0.304,6800000,1791000,0,Bandung,100000,Biasa,Ya,5873000,Tidak,Aktif
445,39,L,Belum Menikah,S2,Guru,7470000,127,62021000,36,12,0,0,0,0.298,19050000,3218000,0,Medan,100000,Biasa,Ya,5333000,Ya,Aktif
446,43,L,Menikah,S2,Pedagang,9127000,100,64206000,60,14,1,1,0,0.197,20000000,1242000,0,Semarang,100000,Biasa,Tidak,2948000,Tidak,Pasif
447,32,P,Belum Menikah,SMA,Karyawan Swasta,4704000,12,12074000,12,11,0,0,0,0.247,1200000,338000,1,Bandung,100000,Biasa,Ya,1267000,Tidak,Aktif
448,28,P,Belum Menikah,SMA,Pedagang,4651000,56,13134000,12,11,2,0,0,0.364,5600000,792000,0,Surabaya,100000,Biasa,Ya,6334000,Tidak,Aktif
449,25,P,Menikah,S2,Pedagang,6307000,51,16219000,24,12,0,2,2,0.141,10200000,470000,0,Palembang,100000,Biasa,Tidak,3535000,Tidak,Pasif
450,51,L,Menikah,D3,Petani,3357000,28,26980000,36,12,2,0,0,0.372,1400000,414000,1,Makassar,100000,Biasa,Tidak,185000,Tidak,Pasif
451,44,L,Menikah,SMA,Nelayan,2607000,60,5805000,12,10,4,1,0,0.237,3000000,223000,1,Medan,100000,Biasa,Tidak,1007000,Tidak,Pasif
452,31,P,Belum Menikah,S1,PNS,6563000,35,35113000,48,13,0,1,1,0.149,5250000,426000,0,Surabaya,100000,Biasa,Ya,1797000,Tidak,Aktif
453,42,P,Menikah,D3,Wiraswasta,7919000,7,27500000,24,11,0,0,0,0.171,1050000,100000,0,Yogyakarta,100000,Calon,Tidak,2017000,Tidak,Pasif
454,47,P,Belum Menikah,S1,UMKM,5320000,77,24069000,36,12,0,1,0,0.176,7700000,576000,0,Medan,100000,Biasa,Ya,1806000,Tidak,Aktif
455,35,L,Menikah,S1,Karyawan Swasta,9482000,18,40890000,36,13,0,0,0,0.164,3600000,873000,0,Yogyakarta,100000,Biasa,Tidak,10084000,Ya,Aktif
456,34,P,Belum Menikah,SMA,Petani,2614000,21,9085000,36,13,0,2,1,0.146,1050000,111000,0,Semarang,100000,Biasa,Tidak,920000,Tidak,Aktif
457,44,L,Menikah,D3,PNS,8034000,101,48642000,36,12,4,4,0,0.315,20200000,2281000,0,Jakarta,100000,Biasa,Ya,8701000,Ya,Aktif
458,33,P,Menikah,S1,Guru,5901000,47,20552000,24,12,1,1,1,0.199,4700000,497000,0,Medan,100000,Biasa,Tidak,5017000,Ya,Pasif
459,32,P,Belum Menikah,S1,Pedagang,6237000,24,26421000,36,12,0,0,0,0.149,2400000,412000,1,Palembang,100000,Biasa,Ya,2858000,Tidak,Aktif
460,44,L,Menikah,SMA,PNS,7933000,19,30950000,24,11,4,0,0,0.28,3800000,107000,1,Bandung,100000,Biasa,Tidak,2007000,Ya,Pasif
461,30,L,Belum Menikah,D3,UMKM,3410000,8,9916000,36,12,1,0,0,0.207,400000,145000,1,Medan,50000,Calon,Tidak,197000,Tidak,Pasif
462,32,L,Belum Menikah,D3,Buruh,3151000,4,7010000,12,12,0,2,5,0.225,200000,346000,1,Medan,25000,Calon,Ya,4184000,Tidak,Aktif
463,28,L,Menikah,SMA,Petani,2509000,21,7970000,24,12,0,0,0,0.159,1050000,314000,1,Semarang,100000,Biasa,Ya,3101000,Tidak,Aktif
464,28,L,Belum Menikah,SMA,UMKM,2567000,22,3995000,12,10,0,0,0,0.148,1100000,100000,1,Semarang,100000,Biasa,Tidak,0,Tidak,Pasif
465,36,P,Belum Menikah,SMA,Buruh,2698000,36,12543000,36,13,0,0,0,0.19,1800000,296000,0,Jakarta,100000,Biasa,Ya,2516000,Tidak,Aktif
466,35,P,Belum Menikah,SMA,UMKM,3176000,67,24424000,48,13,2,1,2,0.219,3350000,309000,0,Semarang,100000,Biasa,Ya,4048000,Tidak,Aktif
467,30,L,Belum Menikah,SMA,UMKM,3220000,78,20510000,24,11,1,0,0,0.345,3900000,2013000,0,Bandung,100000,Biasa,Ya,5637000,Tidak,Aktif
468,27,L,Belum Menikah,SMA,PNS,5349000,26,16599000,24,11,0,1,0,0.176,2600000,687000,0,Palembang,100000,Biasa,Ya,4604000,Ya,Aktif
469,65,P,Menikah,SMA,Perawat,5379000,23,42667000,36,11,3,1,0,0.341,2300000,384000,0,Yogyakarta,100000,Biasa,Ya,901000,Tidak,Aktif
470,29,P,Belum Menikah,D3,UMKM,6192000,20,40540000,60,14,1,1,0,0.198,3000000,185000,0,Jakarta,100000,Biasa,Ya,3191000,Tidak,Aktif
471,26,P,Belum Menikah,SMA,Petani,2655000,53,4221000,12,11,0,0,0,0.154,2650000,182000,0,Palembang,100000,Biasa,Ya,1385000,Tidak,Pasif
472,41,P,Belum Menikah,SMA,Buruh,2898000,22,10659000,36,13,1,0,0,0.164,1100000,112000,0,Makassar,100000,Biasa,Tidak,514000,Tidak,Pasif
473,29,P,Belum Menikah,S1,Petani,2716000,66,10375000,24,13,0,2,0,0.207,3300000,459000,0,Bandung,100000,Biasa,Ya,1252000,Tidak,Aktif
474,48,L,Menikah,S1,Karyawan Swasta,9797000,28,30644000,24,13,2,2,2,0.255,4200000,591000,0,Jakarta,100000,Biasa,Ya,6038000,Tidak,Aktif
475,31,L,Menikah,D3,Karyawan Swasta,5340000,34,28928000,48,13,2,1,2,0.165,3400000,514000,0,Medan,100000,Biasa,Ya,2524000,Ya,Aktif
476,37,P,Belum Menikah,S1,Petani,3690000,54,8701000,24,12,1,1,0,0.122,2700000,567000,0,Makassar,100000,Biasa,Tidak,2343000,Tidak,Aktif
477,32,L,Menikah,SMA,Pedagang,5694000,40,12014000,24,13,1,1,0,0.227,6000000,1504000,1,Jakarta,100000,Biasa,Ya,2753000,Tidak,Aktif
478,33,L,Menikah,S1,Karyawan Swasta,7185000,44,30906000,24,12,2,0,0,0.233,6600000,1792000,0,Semarang,100000,Biasa,Ya,504000,Tidak,Aktif
479,34,P,Menikah,S1,Karyawan Swasta,6733000,27,30855000,36,12,1,1,0,0.166,4050000,1335000,0,Semarang,100000,Biasa,Ya,3499000,Ya,Aktif
480,44,L,Menikah,D3,Karyawan Swasta,6944000,99,26435000,36,13,0,0,0,0.17,9900000,5255000,0,Yogyakarta,100000,Biasa,Ya,4893000,Ya,Aktif
481,34,L,Belum Menikah,SMA,Wiraswasta,6471000,92,20702000,36,13,0,2,2,0.115,9200000,625000,0,Medan,100000,Biasa,Ya,3049000,Tidak,Aktif
482,42,P,Menikah,S1,Buruh,4940000,14,23922000,36,12,3,0,0,0.294,1400000,552000,1,Jakarta,100000,Biasa,Ya,1741000,Tidak,Aktif
483,34,P,Belum Menikah,SMA,Karyawan Swasta,4283000,69,25698000,36,12,0,1,1,0.224,6900000,794000,1,Palembang,100000,Biasa,Tidak,3435000,Tidak,Aktif
484,33,L,Menikah,S1,Karyawan Swasta,5736000,33,27602000,24,12,2,0,0,0.259,4950000,303000,0,Semarang,100000,Biasa,Ya,6368000,Ya,Aktif
485,39,P,Belum Menikah,S2,Karyawan Swasta,7344000,55,15962000,12,10,0,0,0,0.211,8250000,1375000,0,Semarang,100000,Biasa,Ya,2280000,Ya,Aktif
486,34,P,Menikah,S1,Petani,3105000,77,10816000,24,13,2,2,3,0.2,3850000,206000,1,Medan,100000,Biasa,Tidak,837000,Tidak,Pasif
487,31,P,Menikah,S2,PNS,9853000,54,28249000,24,12,3,1,2,0.209,10800000,921000,0,Bandung,100000,Biasa,Ya,1165000,Ya,Pasif
488,30,L,Belum Menikah,S1,UMKM,7221000,90,74751000,60,13,1,1,1,0.314,13500000,923000,0,Jakarta,100000,Biasa,Ya,5240000,Tidak,Aktif
489,31,L,Belum Menikah,SMA,Nelayan,2531000,39,10936000,36,12,0,1,1,0.173,3900000,234000,0,Bandung,100000,Biasa,Tidak,1086000,Ya,Aktif
490,32,P,Belum Menikah,SMA,Karyawan Swasta,5897000,17,14430000,12,11,0,1,0,0.247,1700000,443000,1,Makassar,100000,Biasa,Ya,1486000,Tidak,Aktif
491,37,L,Menikah,SMA,Buruh,2688000,40,29137000,48,13,3,0,0,0.346,2000000,279000,1,Makassar,100000,Biasa,Ya,3322000,Tidak,Aktif
492,64,L,Menikah,SMA,Nelayan,4157000,66,20483000,36,13,4,2,2,0.192,6600000,172000,1,Jakarta,100000,Biasa,Tidak,1407000,Tidak,Aktif
493,27,P,Belum Menikah,SMA,Buruh,2743000,8,6108000,12,11,0,0,0,0.215,400000,395000,0,Palembang,25000,Calon,Tidak,912000,Tidak,Aktif
494,36,P,Menikah,SMA,Buruh,2798000,21,16097000,48,12,3,2,0,0.185,1050000,250000,0,Medan,100000,Biasa,Tidak,384000,Tidak,Pasif
495,28,P,Belum Menikah,SMA,Karyawan Swasta,2792000,37,25554000,48,13,1,2,1,0.299,1850000,801000,1,Palembang,100000,Biasa,Tidak,1265000,Ya,Aktif
496,31,L,Belum Menikah,SMA,Buruh,2771000,44,12568000,24,13,0,3,2,0.227,4400000,238000,1,Makassar,100000,Biasa,Tidak,540000,Tidak,Pasif
497,34,L,Menikah,S1,Perawat,4289000,77,39074000,36,12,3,3,1,0.41,7700000,625000,1,Yogyakarta,100000,Biasa,Ya,4194000,Ya,Aktif
498,26,L,Menikah,SMA,Pedagang,3414000,18,12344000,24,12,0,1,0,0.198,900000,307000,0,Palembang,100000,Biasa,Ya,1267000,Tidak,Aktif
499,35,L,Belum Menikah,S1,Pedagang,11660000,99,37913000,24,13,1,1,1,0.178,19800000,1689000,0,Surabaya,100000,Biasa,Ya,8943000,Tidak,Aktif
500,59,P,Menikah,S2,Karyawan Swasta,9793000,107,38914000,36,12,2,2,0,0.162,21400000,2480000,0,Yogyakarta,100000,Biasa,Tidak,7325000,Ya,Aktif
501,52,P,Menikah,SMA,Petani,3787000,78,13154000,36,12,3,4,0,0.204,7800000,2636000,0,Bandung,100000,Biasa,Ya,1868000,Tidak,Aktif
502,34,P,Belum Menikah,S1,PNS,7708000,4,27051000,24,11,0,1,0,0.172,600000,716000,1,Jakarta,75000,Calon,Ya,2601000,Ya,Aktif
503,39,P,Menikah,SMA,Buruh,3226000,22,21608000,60,13,3,1,0,0.257,1100000,118000,0,Medan,100000,Biasa,Tidak,0,Tidak,Pasif
504,39,P,Menikah,S1,PNS,8924000,120,49100000,24,12,0,2,3,0.27,24000000,3465000,0,Medan,100000,Biasa,Tidak,3836000,Ya,Aktif
505,33,P,Belum Menikah,D3,Buruh,3020000,37,16904000,36,13,0,0,0,0.209,1850000,148000,0,Medan,100000,Biasa,Ya,2065000,Tidak,Aktif
506,38,P,Menikah,SMA,PNS,4556000,11,6338000,12,11,2,1,1,0.153,1100000,856000,1,Makassar,75000,Calon,Ya,4282000,Ya,Aktif
507,36,P,Belum Menikah,S1,UMKM,4840000,41,21943000,60,13,0,0,0,0.114,4100000,875000,0,Semarang,100000,Biasa,Tidak,3317000,Tidak,Aktif
